,Date,Day,High Temp (°F),Low Temp (°F),Precipitation,Bicycle-count,Bridge
320,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5395,Manhattan
321,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,5309,Manhattan
322,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5072,Manhattan
323,4/16/2016 0:00,4/16/2016 0:00,66,45,0,4316,Manhattan
324,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,4969,Manhattan
325,4/18/2016 0:00,4/18/2016 0:00,81,52,0,6823,Manhattan
326,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,6951,Manhattan
327,4/20/2016 0:00,4/20/2016 0:00,68,50,0,6574,Manhattan
328,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,6452,Manhattan
329,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,3276,Manhattan
330,4/24/2016 0:00,4/24/2016 0:00,68,48,0,4650,Manhattan
331,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,5978,Manhattan
332,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,3520,Manhattan
333,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,5606,Manhattan
334,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,4152,Manhattan
335,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,4178,Manhattan
336,4/30/2016 0:00,4/30/2016 0:00,64,48,0,4952,Manhattan
337,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,3126,Manhattan
338,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,1646,Manhattan
339,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1232,Manhattan
340,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,2617,Manhattan
341,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3329,Manhattan
342,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,2581,Manhattan
343,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,3455,Manhattan
344,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,997,Manhattan
345,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,2387,Manhattan
346,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,3791,Manhattan
347,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2178,Manhattan
348,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5395,Manhattan
349,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,5309,Manhattan
350,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5072,Manhattan
351,4/16/2016 0:00,4/16/2016 0:00,66,45,0,4316,Manhattan
352,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,4969,Manhattan
353,4/18/2016 0:00,4/18/2016 0:00,81,52,0,6823,Manhattan
354,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,6951,Manhattan
355,4/20/2016 0:00,4/20/2016 0:00,68,50,0,6574,Manhattan
356,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,6452,Manhattan
357,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,3276,Manhattan
358,4/24/2016 0:00,4/24/2016 0:00,68,48,0,4650,Manhattan
359,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,5978,Manhattan
360,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,3520,Manhattan
361,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,5606,Manhattan
362,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,4152,Manhattan
363,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,4178,Manhattan
364,4/30/2016 0:00,4/30/2016 0:00,64,48,0,4952,Manhattan
365,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,3126,Manhattan
366,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,1646,Manhattan
367,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1232,Manhattan
368,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,2617,Manhattan
369,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3329,Manhattan
370,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,2581,Manhattan
371,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,3455,Manhattan
372,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,997,Manhattan
373,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,2387,Manhattan
374,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,3791,Manhattan
375,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2178,Manhattan
376,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5395,Manhattan
377,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,5309,Manhattan
378,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5072,Manhattan
379,4/16/2016 0:00,4/16/2016 0:00,66,45,0,4316,Manhattan
380,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,4969,Manhattan
381,4/18/2016 0:00,4/18/2016 0:00,81,52,0,6823,Manhattan
382,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,6951,Manhattan
383,4/20/2016 0:00,4/20/2016 0:00,68,50,0,6574,Manhattan
384,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,6452,Manhattan
385,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,3276,Manhattan
386,4/24/2016 0:00,4/24/2016 0:00,68,48,0,4650,Manhattan
387,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,5978,Manhattan
388,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,3520,Manhattan
389,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,5606,Manhattan
390,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,4152,Manhattan
391,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,4178,Manhattan
392,4/30/2016 0:00,4/30/2016 0:00,64,48,0,4952,Manhattan
393,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
394,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
395,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
396,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
397,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
398,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
399,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
400,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
401,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
402,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
403,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
404,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
405,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
406,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
407,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
408,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
409,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
410,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
411,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
412,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
413,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
414,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
415,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
416,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
417,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
418,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
419,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
420,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
421,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
422,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
423,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
424,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
425,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
426,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
427,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
428,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
429,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
430,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
431,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
432,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
433,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
434,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
435,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
436,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
437,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
438,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
439,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
440,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
441,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
442,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
443,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
444,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
445,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
446,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
447,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
448,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
449,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
450,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
451,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
452,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
453,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
454,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
455,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
456,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
457,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
458,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
459,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
460,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
461,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
462,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
463,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
464,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
465,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
466,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
467,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
468,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
469,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
470,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
471,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
472,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
473,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
474,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
475,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
476,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
477,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
478,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
479,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
480,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
481,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
482,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
483,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
484,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
485,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
486,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
487,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
488,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
489,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
490,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
491,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
492,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
493,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
494,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
495,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
496,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
497,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
498,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
499,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
500,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
501,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
502,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
503,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
504,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
505,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
506,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
507,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
508,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
509,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
510,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
511,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
512,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
513,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
514,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
515,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
516,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
517,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
518,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
519,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
520,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
521,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
522,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
523,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
524,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
525,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
526,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
527,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
528,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
529,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
530,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
531,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
532,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
533,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
534,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
535,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
536,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
537,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
538,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
539,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
540,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
541,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
542,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
543,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
544,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
545,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
546,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
547,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
548,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
549,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
550,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
551,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
552,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
553,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
554,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
555,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
556,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
557,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
558,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
559,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
560,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
561,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,4115,Williamsburg
562,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,2565,Williamsburg
563,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1695,Williamsburg
564,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,3081,Williamsburg
565,4/6/2016 0:00,4/6/2016 0:00,45,30,0,3856,Williamsburg
566,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,3282,Williamsburg
567,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,4113,Williamsburg
568,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1507,Williamsburg
569,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,3132,Williamsburg
570,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,4334,Williamsburg
571,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2762,Williamsburg
572,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,5995,Williamsburg
573,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,6030,Williamsburg
574,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,5816,Williamsburg
575,4/16/2016 0:00,4/16/2016 0:00,66,45,0,5624,Williamsburg
576,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,5867,Williamsburg
577,4/18/2016 0:00,4/18/2016 0:00,81,52,0,7432,Williamsburg
578,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,7834,Williamsburg
579,4/20/2016 0:00,4/20/2016 0:00,68,50,0,7639,Williamsburg
580,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,7426,Williamsburg
581,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,4856,Williamsburg
582,4/24/2016 0:00,4/24/2016 0:00,68,48,0,5335,Williamsburg
583,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,6845,Williamsburg
584,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,4559,Williamsburg
585,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,6577,Williamsburg
586,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,5336,Williamsburg
587,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,5053,Williamsburg
588,4/30/2016 0:00,4/30/2016 0:00,64,48,0,5675,Williamsburg
589,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,2552,Queensboro
590,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,1884,Queensboro
591,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1306,Queensboro
592,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,2357,Queensboro
593,4/6/2016 0:00,4/6/2016 0:00,45,30,0,2849,Queensboro
594,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,2457,Queensboro
595,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,3194,Queensboro
596,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1502,Queensboro
597,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,2160,Queensboro
598,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,3182,Queensboro
599,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2082,Queensboro
600,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,4192,Queensboro
601,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,4115,Queensboro
602,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,3912,Queensboro
603,4/16/2016 0:00,4/16/2016 0:00,66,45,0,4051,Queensboro
604,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,4197,Queensboro
605,4/18/2016 0:00,4/18/2016 0:00,81,52,0,4964,Queensboro
606,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,5032,Queensboro
607,4/20/2016 0:00,4/20/2016 0:00,68,50,0,4928,Queensboro
608,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,4813,Queensboro
609,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,3239,Queensboro
610,4/24/2016 0:00,4/24/2016 0:00,68,48,0,3957,Queensboro
611,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,4564,Queensboro
612,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,2929,Queensboro
613,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,4388,Queensboro
614,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,3657,Queensboro
615,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,3348,Queensboro
616,4/30/2016 0:00,4/30/2016 0:00,64,48,0,3606,Queensboro
617,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,2552,Queensboro
618,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,1884,Queensboro
619,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1306,Queensboro
620,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,2357,Queensboro
621,4/6/2016 0:00,4/6/2016 0:00,45,30,0,2849,Queensboro
622,4/7/2016 0:00,4/7/2016 0:00,57,53.1,0.09,2457,Queensboro
623,4/8/2016 0:00,4/8/2016 0:00,46.9,44.1,0.01,3194,Queensboro
624,4/9/2016 0:00,4/9/2016 0:00,43,37.9,0.09,1502,Queensboro
625,4/10/2016 0:00,4/10/2016 0:00,48.9,30.9,0,2160,Queensboro
626,4/11/2016 0:00,4/11/2016 0:00,62.1,46,0.01,3182,Queensboro
627,4/12/2016 0:00,4/12/2016 0:00,57,45,0.2,2082,Queensboro
628,4/13/2016 0:00,4/13/2016 0:00,57,39.9,0,4192,Queensboro
629,4/14/2016 0:00,4/14/2016 0:00,62.1,44.6,0,4115,Queensboro
630,4/15/2016 0:00,4/15/2016 0:00,64,44.1,0,3912,Queensboro
631,4/16/2016 0:00,4/16/2016 0:00,66,45,0,4051,Queensboro
632,4/17/2016 0:00,4/17/2016 0:00,73.9,46,0,4197,Queensboro
633,4/18/2016 0:00,4/18/2016 0:00,81,52,0,4964,Queensboro
634,4/19/2016 0:00,4/19/2016 0:00,71.1,63,0,5032,Queensboro
635,4/20/2016 0:00,4/20/2016 0:00,68,50,0,4928,Queensboro
636,4/21/2016 0:00,4/21/2016 0:00,71.1,50,0,4813,Queensboro
637,4/23/2016 0:00,4/23/2016 0:00,70,61,0.16,3239,Queensboro
638,4/24/2016 0:00,4/24/2016 0:00,68,48,0,3957,Queensboro
639,4/25/2016 0:00,4/25/2016 0:00,66.9,54,0,4564,Queensboro
640,4/26/2016 0:00,4/26/2016 0:00,60.1,46.9,0.24,2929,Queensboro
641,4/27/2016 0:00,4/27/2016 0:00,62.1,46.9,0,4388,Queensboro
642,4/28/2016 0:00,4/28/2016 0:00,57.9,48,0,3657,Queensboro
643,4/29/2016 0:00,4/29/2016 0:00,57,46.9,0.05,3348,Queensboro
644,4/30/2016 0:00,4/30/2016 0:00,64,48,0,3606,Queensboro
645,4/1/2016 0:00,4/1/2016 0:00,78.1,66,0.01,2552,Queensboro
646,4/2/2016 0:00,4/2/2016 0:00,55,48.9,0.15,1884,Queensboro
647,4/3/2016 0:00,4/3/2016 0:00,39.9,34,0.09,1306,Queensboro
648,4/5/2016 0:00,4/5/2016 0:00,42.1,26.1,0,2357,Queensboro
649,4/6/2016 0:00,4/6/2016 0:00,45,30,0,2849,Queensboro
